kode,nama,provinsi,kabupaten,kecamatan,desa
1104022037,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Silih Nara,Qanun No. 1/2006
1104022038,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Silih Nara,Qanun No. 1/2006
1104022039,Arul Kumer Barat,Aceh,Kab. Aceh Tengah,Silih Nara,Arul Kumer Barat
1104022040,Arul Kumer Timur,Aceh,Kab. Aceh Tengah,Silih Nara,Arul Kumer Timur
1104022041,Arul Kumer Selatan,Aceh,Kab. Aceh Tengah,Silih Nara,Arul Kumer Selatan
1104032001,Blang Kolak I,Aceh,Kab. Aceh Tengah,Bebesen,Blang Kolak I
1104032002,Bebesan,Aceh,Kab. Aceh Tengah,Bebesen,Bebesan
1104032003,Mongal,Aceh,Kab. Aceh Tengah,Bebesen,Mongal
1104032004,Daling,Aceh,Kab. Aceh Tengah,Bebesen,Daling
1104032005,Tensaran,Aceh,Kab. Aceh Tengah,Bebesen,Tensaran
1104032006,Lelabu,Aceh,Kab. Aceh Tengah,Bebesen,Lelabu
1104032007,Blang Gele,Aceh,Kab. Aceh Tengah,Bebesen,Blang Gele
1104032008,Kemili,Aceh,Kab. Aceh Tengah,Bebesen,Kemili
1104032009,Tan Saril,Aceh,Kab. Aceh Tengah,Bebesen,Tan Saril
1104032010,Blang Kolak Ii,Aceh,Kab. Aceh Tengah,Bebesen,Blang Kolak Ii
1104032011,Umang,Aceh,Kab. Aceh Tengah,Bebesen,Umang
1104032012,Simpang Iv,Aceh,Kab. Aceh Tengah,Bebesen,Simpang Iv
1104032013,Bahgie,Aceh,Kab. Aceh Tengah,Bebesen,Bahgie
1104032014,Keramat Mupakat,Aceh,Kab. Aceh Tengah,Bebesen,Keramat Mupakat
1104032015,Atu Gajah Reje Guru,Aceh,Kab. Aceh Tengah,Bebesen,Atu Gajah Reje Guru
1104032016,Atu Tulu,Aceh,Kab. Aceh Tengah,Bebesen,Atu Tulu
1104032017,Burbiah,Aceh,Kab. Aceh Tengah,Bebesen,Burbiah
1104032018,Empus Talu,Aceh,Kab. Aceh Tengah,Bebesen,Empus Talu
1104032019,Gele Lah,Aceh,Kab. Aceh Tengah,Bebesen,Gele Lah
1104032020,Kebet,Aceh,Kab. Aceh Tengah,Bebesen,Kebet
1104032022,Mah Bengi,Aceh,Kab. Aceh Tengah,Bebesen,Mah Bengi
1104032023,Nunang Antara,Aceh,Kab. Aceh Tengah,Bebesen,Nunang Antara
1104032024,Pendere Saril,Aceh,Kab. Aceh Tengah,Bebesen,Pendere Saril
1104032025,Sadong Juru Mudi,Aceh,Kab. Aceh Tengah,Bebesen,Sadong Juru Mudi
1104032026,Ulu Nuwih,Aceh,Kab. Aceh Tengah,Bebesen,Ulu Nuwih
1104032027,Colo Blang Gele,Aceh,Kab. Aceh Tengah,Bebesen,Colo Blang Gele
1104032028,Kala Kemili,Aceh,Kab. Aceh Tengah,Bebesen,Kala Kemili
1104072001,Arul Badak,Aceh,Kab. Aceh Tengah,Pegasing,Arul Badak
1104072004,Berawang Baro,Aceh,Kab. Aceh Tengah,Pegasing,Berawang Baro
1104072008,Gelelungi,Aceh,Kab. Aceh Tengah,Pegasing,Gelelungi
1104072009,Ie Relop,Aceh,Kab. Aceh Tengah,Pegasing,Ie Relop
1104072010,Kayu Kul,Aceh,Kab. Aceh Tengah,Pegasing,Kayu Kul
1104072011,Kedelah,Aceh,Kab. Aceh Tengah,Pegasing,Kedelah
1104072012,Kung,Aceh,Kab. Aceh Tengah,Pegasing,Kung
1104072013,Kute Lintang,Aceh,Kab. Aceh Tengah,Pegasing,Kute Lintang
1104072014,Lelumu,Aceh,Kab. Aceh Tengah,Pegasing,Lelumu
1104072016,Paya Jeget,Aceh,Kab. Aceh Tengah,Pegasing,Paya Jeget
1104072017,Pedekok,Aceh,Kab. Aceh Tengah,Pegasing,Pedekok
1104072018,Pegasing,Aceh,Kab. Aceh Tengah,Pegasing,Pegasing
1104072019,Pepalang,Aceh,Kab. Aceh Tengah,Pegasing,Pepalang
1104072021,Simpang Kelaping,Aceh,Kab. Aceh Tengah,Pegasing,Simpang Kelaping
1104072024,Tebuk,Aceh,Kab. Aceh Tengah,Pegasing,Tebuk
1104072025,Terang Ulen,Aceh,Kab. Aceh Tengah,Pegasing,Terang Ulen
1104072026,Ujung Gele,Aceh,Kab. Aceh Tengah,Pegasing,Ujung Gele
1104072029,Wih Ilang,Aceh,Kab. Aceh Tengah,Pegasing,Wih Ilang
1104072030,Wih Nareh,Aceh,Kab. Aceh Tengah,Pegasing,Wih Nareh
1104072031,Wih Lah,Aceh,Kab. Aceh Tengah,Pegasing,Wih Lah
1104072032,Jejem,Aceh,Kab. Aceh Tengah,Pegasing,Jejem
1104072033,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Pegasing,Qanun No. 1/2006
1104072034,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Pegasing,Qanun No. 1/2006
1104072035,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Pegasing,Qanun No. 1/2006
1104072036,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Pegasing,Qanun No. 1/2006
1104072037,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Pegasing,Qanun No. 1/2006
1104072038,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Pegasing,Qanun No. 1/2006
1104072039,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Pegasing,Qanun No. 1/2006
1104072040,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Pegasing,Qanun No. 1/2006
1104072041,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Pegasing,Qanun No. 1/2006
1104072042,Suka Damai,Aceh,Kab. Aceh Tengah,Pegasing,Suka Damai
1104082001,Atu Payung,Aceh,Kab. Aceh Tengah,Bintang,Atu Payung
1104082002,Bale Nosar,Aceh,Kab. Aceh Tengah,Bintang,Bale Nosar
1104082003,Bamil Nosar,Aceh,Kab. Aceh Tengah,Bintang,Bamil Nosar
1104082004,Bewang,Aceh,Kab. Aceh Tengah,Bintang,Bewang
1104082005,Dedamar,Aceh,Kab. Aceh Tengah,Bintang,Dedamar
1104082006,Genuren,Aceh,Kab. Aceh Tengah,Bintang,Genuren
1104082007,Kala Bintang,Aceh,Kab. Aceh Tengah,Bintang,Kala Bintang
1104082008,Kala Segi,Aceh,Kab. Aceh Tengah,Bintang,Kala Segi
1104082009,Kejurun Syiah Utama,Aceh,Kab. Aceh Tengah,Bintang,Kejurun Syiah Utama
1104082010,Kelitu Sintep,Aceh,Kab. Aceh Tengah,Bintang,Kelitu Sintep
1104082011,Kuala I,Aceh,Kab. Aceh Tengah,Bintang,Kuala I
1104082012,Kuala Ii,Aceh,Kab. Aceh Tengah,Bintang,Kuala Ii
1104082014,Linung Bulen Ii,Aceh,Kab. Aceh Tengah,Bintang,Linung Bulen Ii
1104082015,Mengaya,Aceh,Kab. Aceh Tengah,Bintang,Mengaya
1104082016,Mude Nosar,Aceh,Kab. Aceh Tengah,Bintang,Mude Nosar
1104082017,Serule,Aceh,Kab. Aceh Tengah,Bintang,Serule
1104082018,Wakil Jalil,Aceh,Kab. Aceh Tengah,Bintang,Wakil Jalil
1104082019,Wihlah Setie,Aceh,Kab. Aceh Tengah,Bintang,Wihlah Setie
1104082020,Gegarang,Aceh,Kab. Aceh Tengah,Bintang,Gegarang
1104082021,Jamur Konyel,Aceh,Kab. Aceh Tengah,Bintang,Jamur Konyel
1104082022,Merodot,Aceh,Kab. Aceh Tengah,Bintang,Merodot
1104082023,Sintep,Aceh,Kab. Aceh Tengah,Bintang,Sintep
1104082024,Gele Pulo,Aceh,Kab. Aceh Tengah,Bintang,Gele Pulo
1104102001,Bah,Aceh,Kab. Aceh Tengah,Ketol,Bah
1104102002,Blang Mancung,Aceh,Kab. Aceh Tengah,Ketol,Blang Mancung
1104102003,Bintang Pepara,Aceh,Kab. Aceh Tengah,Ketol,Bintang Pepara
1104102004,Burlah,Aceh,Kab. Aceh Tengah,Ketol,Burlah
1104102005,Buter,Aceh,Kab. Aceh Tengah,Ketol,Buter
1104102006,Cang Duri,Aceh,Kab. Aceh Tengah,Ketol,Cang Duri
1104102007,Gelumpang Payung,Aceh,Kab. Aceh Tengah,Ketol,Gelumpang Payung
1104102008,Jaluk,Aceh,Kab. Aceh Tengah,Ketol,Jaluk
1104102009,Kala Ketol,Aceh,Kab. Aceh Tengah,Ketol,Kala Ketol
1104102010,Karang Ampar,Aceh,Kab. Aceh Tengah,Ketol,Karang Ampar
1104102011,Kekuyang,Aceh,Kab. Aceh Tengah,Ketol,Kekuyang
1104102012,Kute Gelime,Aceh,Kab. Aceh Tengah,Ketol,Kute Gelime
1104102013,Pantan Penyo,Aceh,Kab. Aceh Tengah,Ketol,Pantan Penyo
1104102014,Pantan Reduk,Aceh,Kab. Aceh Tengah,Ketol,Pantan Reduk
1104102015,Pondok Balik,Aceh,Kab. Aceh Tengah,Ketol,Pondok Balik
1104102016,Rejewali,Aceh,Kab. Aceh Tengah,Ketol,Rejewali
1104102017,Serempah,Aceh,Kab. Aceh Tengah,Ketol,Serempah
1104102018,Bergang,Aceh,Kab. Aceh Tengah,Ketol,Bergang
1104102019,Blang Mancung,Aceh,Kab. Aceh Tengah,Ketol,Blang Mancung
1104102020,Buge Ara,Aceh,Kab. Aceh Tengah,Ketol,Buge Ara
1104102022,Jalan Tengah,Aceh,Kab. Aceh Tengah,Ketol,Jalan Tengah
1104102023,Jerata,Aceh,Kab. Aceh Tengah,Ketol,Jerata
1104102024,Simpang Juli,Aceh,Kab. Aceh Tengah,Ketol,Simpang Juli
1104102025,Selon,Aceh,Kab. Aceh Tengah,Ketol,Selon
1104112001,Bukit Sama,Aceh,Kab. Aceh Tengah,Kebayakan,Bukit Sama
1104112002,Gunung Bukit,Aceh,Kab. Aceh Tengah,Kebayakan,Gunung Bukit
1104112003,Jongok Meluem,Aceh,Kab. Aceh Tengah,Kebayakan,Jongok Meluem
1104112004,Kelupak Mata,Aceh,Kab. Aceh Tengah,Kebayakan,Kelupak Mata
1104112005,Lot Kala,Aceh,Kab. Aceh Tengah,Kebayakan,Lot Kala
1104112006,Mendale,Aceh,Kab. Aceh Tengah,Kebayakan,Mendale
1104112007,Paya Reje Tami,Aceh,Kab. Aceh Tengah,Kebayakan,Paya Reje Tami
1104112008,Paya Tumpi,Aceh,Kab. Aceh Tengah,Kebayakan,Paya Tumpi
1104112009,Pinangan,Aceh,Kab. Aceh Tengah,Kebayakan,Pinangan
1104112010,Bukit,Aceh,Kab. Aceh Tengah,Kebayakan,Bukit
1104112011,Bukit Ewih Tami,Aceh,Kab. Aceh Tengah,Kebayakan,Bukit Ewih Tami
1104112012,Gunung Bahgie,Aceh,Kab. Aceh Tengah,Kebayakan,Gunung Bahgie
1104112013,Gunung Balohen,Aceh,Kab. Aceh Tengah,Kebayakan,Gunung Balohen
1104112014,Jongkok Bathin,Aceh,Kab. Aceh Tengah,Kebayakan,Jongkok Bathin
1104112015,Kala Lengkio,Aceh,Kab. Aceh Tengah,Kebayakan,Kala Lengkio
1104112016,Kute Lot,Aceh,Kab. Aceh Tengah,Kebayakan,Kute Lot
1104112017,Paya Tumpi Baru,Aceh,Kab. Aceh Tengah,Kebayakan,Paya Tumpi Baru
1104112018,Paya Tumpi I,Aceh,Kab. Aceh Tengah,Kebayakan,Paya Tumpi I
1104112019,Timangan Gading,Aceh,Kab. Aceh Tengah,Kebayakan,Timangan Gading
1104112020,Telege Atu,Aceh,Kab. Aceh Tengah,Kebayakan,Telege Atu
1104122001,Atu Gogop,Aceh,Kab. Aceh Tengah,Kute Panang,Atu Gogop
1104122002,Balik,Aceh,Kab. Aceh Tengah,Kute Panang,Balik
1104122003,Buter Balik,Aceh,Kab. Aceh Tengah,Kute Panang,Buter Balik
1104122004,Dedingin,Aceh,Kab. Aceh Tengah,Kute Panang,Dedingin
1104122005,Kute Panang,Aceh,Kab. Aceh Tengah,Kute Panang,Kute Panang
1104122006,Lukub Sabun,Aceh,Kab. Aceh Tengah,Kute Panang,Lukub Sabun
1104122007,Pantan Sile,Aceh,Kab. Aceh Tengah,Kute Panang,Pantan Sile
1104122008,Ratawali,Aceh,Kab. Aceh Tengah,Kute Panang,Ratawali
1104122010,Tapak Moge,Aceh,Kab. Aceh Tengah,Kute Panang,Tapak Moge
1104122011,Tawar Miko,Aceh,Kab. Aceh Tengah,Kute Panang,Tawar Miko
1104122012,Tawardi,Aceh,Kab. Aceh Tengah,Kute Panang,Tawardi
1104122013,Timang Rasa,Aceh,Kab. Aceh Tengah,Kute Panang,Timang Rasa
1104122014,Wih Nongkal,Aceh,Kab. Aceh Tengah,Kute Panang,Wih Nongkal
1104122015,Bukit Rata,Aceh,Kab. Aceh Tengah,Kute Panang,Bukit Rata
1104122016,Lukub Sabun Barat,Aceh,Kab. Aceh Tengah,Kute Panang,Lukub Sabun Barat
1104122017,Lukub Sabun Tengah,Aceh,Kab. Aceh Tengah,Kute Panang,Lukub Sabun Tengah
1104122018,Lukub Sabun Timur,Aceh,Kab. Aceh Tengah,Kute Panang,Lukub Sabun Timur
1104122019,Wih Nongkal Toa,Aceh,Kab. Aceh Tengah,Kute Panang,Wih Nongkal Toa
1104122020,Tapak Moge Timur,Aceh,Kab. Aceh Tengah,Kute Panang,Tapak Moge Timur
1104122021,Empu Balik,Aceh,Kab. Aceh Tengah,Kute Panang,Empu Balik
1104122022,Blang Balik,Aceh,Kab. Aceh Tengah,Kute Panang,Blang Balik
1104122023,Kala Nongkal,Aceh,Kab. Aceh Tengah,Kute Panang,Kala Nongkal
1104122024,Pantan Jerik,Aceh,Kab. Aceh Tengah,Kute Panang,Pantan Jerik
1104132001,Arul Gading,Aceh,Kab. Aceh Tengah,Celala,Arul Gading
1104132002,Belang Kekumur,Aceh,Kab. Aceh Tengah,Celala,Belang Kekumur
1104132003,Berawang Gading,Aceh,Kab. Aceh Tengah,Celala,Berawang Gading
1104132004,Celala,Aceh,Kab. Aceh Tengah,Celala,Celala
1104132005,Cibro,Aceh,Kab. Aceh Tengah,Celala,Cibro
1104132006,Kuyun,Aceh,Kab. Aceh Tengah,Celala,Kuyun
1104132007,Kuyun Toa,Aceh,Kab. Aceh Tengah,Celala,Kuyun Toa
1104132008,Kuyun Uken,Aceh,Kab. Aceh Tengah,Celala,Kuyun Uken
1104132009,Makmur,Aceh,Kab. Aceh Tengah,Celala,Makmur
1104132010,Melala,Aceh,Kab. Aceh Tengah,Celala,Melala
1104132011,Paya Kolak,Aceh,Kab. Aceh Tengah,Celala,Paya Kolak
1104132012,Ramung Ara,Aceh,Kab. Aceh Tengah,Celala,Ramung Ara
1104132013,Sepakat,Aceh,Kab. Aceh Tengah,Celala,Sepakat
1104132014,Tanoh Depet,Aceh,Kab. Aceh Tengah,Celala,Tanoh Depet
1104132015,Uning Berawang,Aceh,Kab. Aceh Tengah,Celala,Uning Berawang
1104132016,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Celala,Qanun No. 1/2006
1104132017,Depet Indah,Aceh,Kab. Aceh Tengah,Celala,Depet Indah
1104172001,Takengon Timur,Aceh,Kab. Aceh Tengah,Laut Tawar,Takengon Timur
1104172002,Asir Asir,Aceh,Kab. Aceh Tengah,Laut Tawar,Asir Asir
1104172003,Asir Asir Asia,Aceh,Kab. Aceh Tengah,Laut Tawar,Asir Asir Asia
1104172004,Bale Atu,Aceh,Kab. Aceh Tengah,Laut Tawar,Bale Atu
1104172005,Bujang,Aceh,Kab. Aceh Tengah,Laut Tawar,Bujang
1104172006,Gunung Suku,Aceh,Kab. Aceh Tengah,Laut Tawar,Gunung Suku
1104172007,Hakim Bale Bujang,Aceh,Kab. Aceh Tengah,Laut Tawar,Hakim Bale Bujang
1104172008,Kenawat,Aceh,Kab. Aceh Tengah,Laut Tawar,Kenawat
1104172009,Kuteni Reje,Aceh,Kab. Aceh Tengah,Laut Tawar,Kuteni Reje
1104172010,Pedemun One One,Aceh,Kab. Aceh Tengah,Laut Tawar,Pedemun One One
1104172011,Rawe,Aceh,Kab. Aceh Tengah,Laut Tawar,Rawe
1104172012,Takengon Barat,Aceh,Kab. Aceh Tengah,Laut Tawar,Takengon Barat
1104172013,Toweren Antara,Aceh,Kab. Aceh Tengah,Laut Tawar,Toweren Antara
1104172014,Toweren Toa,Aceh,Kab. Aceh Tengah,Laut Tawar,Toweren Toa
1104172015,Toweren Uken,Aceh,Kab. Aceh Tengah,Laut Tawar,Toweren Uken
1104172016,Teluk One-One,Aceh,Kab. Aceh Tengah,Laut Tawar,Teluk One-One
1104172017,Merah Mersa,Aceh,Kab. Aceh Tengah,Laut Tawar,Merah Mersa
1104172018,Waq Toweren,Aceh,Kab. Aceh Tengah,Laut Tawar,Waq Toweren
1104182001,Semula Wil. Kec. Linge,Aceh,Kab. Aceh Tengah,Atu Lintang,Semula Wil. Kec. Linge
1104182002,Semula Wil. Kec. Linge,Aceh,Kab. Aceh Tengah,Atu Lintang,Semula Wil. Kec. Linge
1104182003,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Atu Lintang,Qanun No. 1/2006
1104182004,Semula Wil. Kec. Linge,Aceh,Kab. Aceh Tengah,Atu Lintang,Semula Wil. Kec. Linge
1104182005,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Atu Lintang,Qanun No. 1/2006
1104182006,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Atu Lintang,Qanun No. 1/2006
1104182007,Semula Wil. Kec. Linge,Aceh,Kab. Aceh Tengah,Atu Lintang,Semula Wil. Kec. Linge
1104182008,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Atu Lintang,Qanun No. 1/2006
1104182009,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Atu Lintang,Qanun No. 1/2006
1104182010,Damar Mulyo,Aceh,Kab. Aceh Tengah,Atu Lintang,Damar Mulyo
1104182011,Pantan Damar,Aceh,Kab. Aceh Tengah,Atu Lintang,Pantan Damar
1104192001,Semula Wil. Kec. Linge,Aceh,Kab. Aceh Tengah,Jagong Jeget,Semula Wil. Kec. Linge
1104192003,Semula Wil. Kec. Linge,Aceh,Kab. Aceh Tengah,Jagong Jeget,Semula Wil. Kec. Linge
1104192004,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Jagong Jeget,Qanun No. 1/2006
1104192005,Semula Wil. Kec. Linge,Aceh,Kab. Aceh Tengah,Jagong Jeget,Semula Wil. Kec. Linge
1104192006,Semula Wil. Kec. Linge,Aceh,Kab. Aceh Tengah,Jagong Jeget,Semula Wil. Kec. Linge
1104192007,Semula Wil. Kec. Linge,Aceh,Kab. Aceh Tengah,Jagong Jeget,Semula Wil. Kec. Linge
1104192008,Bukit Sari,Aceh,Kab. Aceh Tengah,Jagong Jeget,Bukit Sari
1104192009,Bukit Kemuning,Aceh,Kab. Aceh Tengah,Jagong Jeget,Bukit Kemuning
1104192010,Paya Dedep,Aceh,Kab. Aceh Tengah,Jagong Jeget,Paya Dedep
1104202001,Semula Wil. Kec. Pegasing,Aceh,Kab. Aceh Tengah,Bies,Semula Wil. Kec. Pegasing
1104202002,Semula Wil. Kec. Pegasing,Aceh,Kab. Aceh Tengah,Bies,Semula Wil. Kec. Pegasing
1104202003,Semula Wil. Kec. Pegasing,Aceh,Kab. Aceh Tengah,Bies,Semula Wil. Kec. Pegasing
1104202004,Semula Wil. Kec. Pegasing,Aceh,Kab. Aceh Tengah,Bies,Semula Wil. Kec. Pegasing
1104202005,Simpang Lukup,Aceh,Kab. Aceh Tengah,Bies,Simpang Lukup
1104202006,Semula Wil. Kec. Pegasing,Aceh,Kab. Aceh Tengah,Bies,Semula Wil. Kec. Pegasing
1104202007,Semula Wil. Kec. Pegasing,Aceh,Kab. Aceh Tengah,Bies,Semula Wil. Kec. Pegasing
1104202008,Semula Wil. Kec. Pegasing,Aceh,Kab. Aceh Tengah,Bies,Semula Wil. Kec. Pegasing
1104202009,Semula Wil. Kec. Pegasing,Aceh,Kab. Aceh Tengah,Bies,Semula Wil. Kec. Pegasing
1104202010,Semula Wil. Kec. Pegasing,Aceh,Kab. Aceh Tengah,Bies,Semula Wil. Kec. Pegasing
1104202011,Semula Wil. Kec. Pegasing,Aceh,Kab. Aceh Tengah,Bies,Semula Wil. Kec. Pegasing
1104202012,Karang Bayur,Aceh,Kab. Aceh Tengah,Bies,Karang Bayur
1104212001,Semula Wil. Kec. Silih Nara,Aceh,Kab. Aceh Tengah,Rusip Antara,Semula Wil. Kec. Silih Nara
1104212002,Semula Wil. Kec. Silih Nara,Aceh,Kab. Aceh Tengah,Rusip Antara,Semula Wil. Kec. Silih Nara
1104212003,Semula Wil. Kec. Silih Nara,Aceh,Kab. Aceh Tengah,Rusip Antara,Semula Wil. Kec. Silih Nara
1104212004,Semula Wil. Kec. Silih Nara,Aceh,Kab. Aceh Tengah,Rusip Antara,Semula Wil. Kec. Silih Nara
1104212005,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Rusip Antara,Qanun No. 1/2006
1104212006,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Rusip Antara,Qanun No. 1/2006
1104212007,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Rusip Antara,Qanun No. 1/2006
1104212008,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Rusip Antara,Qanun No. 1/2006
1104212009,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Rusip Antara,Qanun No. 1/2006
1104212011,Semula Wil. Kec. Silih Nara,Aceh,Kab. Aceh Tengah,Rusip Antara,Semula Wil. Kec. Silih Nara
1104212012,Semula Wil. Kec. Silih Nara,Aceh,Kab. Aceh Tengah,Rusip Antara,Semula Wil. Kec. Silih Nara
1104212013,Semula Wil. Kec. Silih Nara,Aceh,Kab. Aceh Tengah,Rusip Antara,Semula Wil. Kec. Silih Nara
1104212014,Semula Wil. Kec. Silih Nara,Aceh,Kab. Aceh Tengah,Rusip Antara,Semula Wil. Kec. Silih Nara
1104212015,Pilar Wih Kiri,Aceh,Kab. Aceh Tengah,Rusip Antara,Pilar Wih Kiri
1104212016,Lut Jaya,Aceh,Kab. Aceh Tengah,Rusip Antara,Lut Jaya
1105012001,Suak Indrapuri,Aceh,Kab.,Johan Pahlawan,Suak Indrapuri
1105012002,Kampung Belakang,Aceh,Kab.,Johan Pahlawan,Kampung Belakang
1105012003,Ujong Kalak,Aceh,Kab.,Johan Pahlawan,Ujong Kalak
1105012004,Kuta Padang,Aceh,Kab.,Johan Pahlawan,Kuta Padang
1105012005,Ujong Baroh,Aceh,Kab.,Johan Pahlawan,Ujong Baroh
1105012006,Rundeng,Aceh,Kab.,Johan Pahlawan,Rundeng
1105012007,Drien Rampak,Aceh,Kab.,Johan Pahlawan,Drien Rampak
1105012008,Pasir,Aceh,Kab.,Johan Pahlawan,Pasir
1105012009,Pasar Aceh,Aceh,Kab.,Johan Pahlawan,Pasar Aceh
1105012010,Padang Seurahet,Aceh,Kab.,Johan Pahlawan,Padang Seurahet
1105012011,Panggong,Aceh,Kab.,Johan Pahlawan,Panggong
1105012012,Seuneubok,Aceh,Kab.,Johan Pahlawan,Seuneubok
1105012013,Gampong Darat,Aceh,Kab.,Johan Pahlawan,Gampong Darat
1105012014,Gampa,Aceh,Kab.,Johan Pahlawan,Gampa
1105012015,Lapang,Aceh,Kab.,Johan Pahlawan,Lapang
1105012016,Blang Beurandang,Aceh,Kab.,Johan Pahlawan,Blang Beurandang
1105012017,Suak Ribee,Aceh,Kab.,Johan Pahlawan,Suak Ribee
1105012018,Suak Raya,Aceh,Kab.,Johan Pahlawan,Suak Raya
1105012019,Suak Nie,Aceh,Kab.,Johan Pahlawan,Suak Nie
1105012020,Leuhan,Aceh,Kab.,Johan Pahlawan,Leuhan
1105012021,Suak Sigadeng,Aceh,Kab.,Johan Pahlawan,Suak Sigadeng
1105022001,Keude Aron,Aceh,Kab.,Kaway Xvi,Keude Aron
1105022002,Kampong Mesjid,Aceh,Kab.,Kaway Xvi,Kampong Mesjid
1105022003,Padang Mancang,Aceh,Kab.,Kaway Xvi,Padang Mancang
1105022005,Alue Tampak,Aceh,Kab.,Kaway Xvi,Alue Tampak
1105022006,Beureugang,Aceh,Kab.,Kaway Xvi,Beureugang
1105022007,Marek,Aceh,Kab.,Kaway Xvi,Marek
1105022008,Pasi Jambu,Aceh,Kab.,Kaway Xvi,Pasi Jambu
1105022009,Meunasah Ara,Aceh,Kab.,Kaway Xvi,Meunasah Ara
1105022010,Meunasah Rayeuk,Aceh,Kab.,Kaway Xvi,Meunasah Rayeuk
1105022011,Simpang,Aceh,Kab.,Kaway Xvi,Simpang
1105022012,Peunia,Aceh,Kab.,Kaway Xvi,Peunia
1105022013,Tumpok Ladang,Aceh,Kab.,Kaway Xvi,Tumpok Ladang
1105022014,Pasi Teungoh,Aceh,Kab.,Kaway Xvi,Pasi Teungoh
1105022015,Putim,Aceh,Kab.,Kaway Xvi,Putim
1105022016,Meunasah Rambot,Aceh,Kab.,Kaway Xvi,Meunasah Rambot
1105022017,Pasi Jeumpa,Aceh,Kab.,Kaway Xvi,Pasi Jeumpa
1105022018,Palimbungan,Aceh,Kab.,Kaway Xvi,Palimbungan
1105022019,Muko,Aceh,Kab.,Kaway Xvi,Muko
1105022020,Meunasah Gantung,Aceh,Kab.,Kaway Xvi,Meunasah Gantung
1105022021,Blang Geunang,Aceh,Kab.,Kaway Xvi,Blang Geunang
1105022022,Puuk,Aceh,Kab.,Kaway Xvi,Puuk
1105022023,Tanjong Bungong,Aceh,Kab.,Kaway Xvi,Tanjong Bungong
1105022024,Alue On,Aceh,Kab.,Kaway Xvi,Alue On
1105022036,Tanjong Meulaboh,Aceh,Kab.,Kaway Xvi,Tanjong Meulaboh
1105022037,Keude Tanjong,Aceh,Kab.,Kaway Xvi,Keude Tanjong
1105022038,Pungkie,Aceh,Kab.,Kaway Xvi,Pungkie
1105022039,Pucok Pungkie,Aceh,Kab.,Kaway Xvi,Pucok Pungkie
1105022040,Teladan,Aceh,Kab.,Kaway Xvi,Teladan
1105022041,Pasi Ara,Aceh,Kab.,Kaway Xvi,Pasi Ara
1105022043,Alue Lhee,Aceh,Kab.,Kaway Xvi,Alue Lhee
1105022044,Blang Dalam,Aceh,Kab.,Kaway Xvi,Blang Dalam
1105022045,Teupin Panah,Aceh,Kab.,Kaway Xvi,Teupin Panah
1105022046,Drien Caleue,Aceh,Kab.,Kaway Xvi,Drien Caleue
1105022047,Alue Peudeung,Aceh,Kab.,Kaway Xvi,Alue Peudeung
1105022048,Pasi Meugat,Aceh,Kab.,Kaway Xvi,Pasi Meugat
1105022049,Babah Meulaboh,Aceh,Kab.,Kaway Xvi,Babah Meulaboh
1105022050,Pasi Kumbang,Aceh,Kab.,Kaway Xvi,Pasi Kumbang
1105022051,Padang Sikabu,Aceh,Kab.,Kaway Xvi,Padang Sikabu
1105022052,Sawang Teubei,Aceh,Kab.,Kaway Xvi,Sawang Teubei
1105022053,Alue Lhok,Aceh,Kab.,Kaway Xvi,Alue Lhok
1105022062,Surat Bupati Aceh,Aceh,Kab.,Kaway Xvi,Surat Bupati Aceh
1105022063,Keuramat,Aceh,Kab.,Kaway Xvi,Keuramat
1105032001,Tungkop,Aceh,Kab. Aceh Barat,Sungai Mas,Tungkop
1105032002,Sakuy,Aceh,Kab. Aceh Barat,Sungai Mas,Sakuy
1105032003,Kajeung,Aceh,Kab. Aceh Barat,Sungai Mas,Kajeung
1105032004,Geudong,Aceh,Kab. Aceh Barat,Sungai Mas,Geudong
1105032005,Sarah Perlak,Aceh,Kab. Aceh Barat,Sungai Mas,Sarah Perlak
1105032006,Tutut,Aceh,Kab. Aceh Barat,Sungai Mas,Tutut
