kode,nama,provinsi,kabupaten,kecamatan,desa
1103102007,Seuleumak Muda,Aceh,Kab. Aceh Timur,Ranto Peureulak,Seuleumak Muda
1103102008,Bhom Lama,Aceh,Kab. Aceh Timur,Ranto Peureulak,Bhom Lama
1103102009,Pasi Puteh,Aceh,Kab. Aceh Timur,Ranto Peureulak,Pasi Puteh
1103102010,Alue Dua,Aceh,Kab. Aceh Timur,Ranto Peureulak,Alue Dua
1103102011,Buket Pala,Aceh,Kab. Aceh Timur,Ranto Peureulak,Buket Pala
1103102012,Mata Ie,Aceh,Kab. Aceh Timur,Ranto Peureulak,Mata Ie
1103102013,Alue Udep,Aceh,Kab. Aceh Timur,Ranto Peureulak,Alue Udep
1103102014,Seumali,Aceh,Kab. Aceh Timur,Ranto Peureulak,Seumali
1103102015,Punti Payong,Aceh,Kab. Aceh Timur,Ranto Peureulak,Punti Payong
1103102016,Paya Palas,Aceh,Kab. Aceh Timur,Ranto Peureulak,Paya Palas
1103102017,Tampak,Aceh,Kab. Aceh Timur,Ranto Peureulak,Tampak
1103102018,Kliet,Aceh,Kab. Aceh Timur,Ranto Peureulak,Kliet
1103102019,Alue Geunteng,Aceh,Kab. Aceh Timur,Ranto Peureulak,Alue Geunteng
1103102020,Pertamina,Aceh,Kab. Aceh Timur,Ranto Peureulak,Pertamina
1103102021,Alue Batee,Aceh,Kab. Aceh Timur,Ranto Peureulak,Alue Batee
1103102022,Beurandang,Aceh,Kab. Aceh Timur,Ranto Peureulak,Beurandang
1103102024,Qanun No. 6/2007,Aceh,Kab. Aceh Timur,Ranto Peureulak,Qanun No. 6/2007
1103112001,Blang Seunong,Aceh,Kab. Aceh Timur,Pante Bidari,Blang Seunong
1103112002,Suka Damai,Aceh,Kab. Aceh Timur,Pante Bidari,Suka Damai
1103112003,Pante Labu,Aceh,Kab. Aceh Timur,Pante Bidari,Pante Labu
1103112004,Pante Rambong,Aceh,Kab. Aceh Timur,Pante Bidari,Pante Rambong
1103112005,Alue Ie Mirah,Aceh,Kab. Aceh Timur,Pante Bidari,Alue Ie Mirah
1103112006,Seuneubok Tuha,Aceh,Kab. Aceh Timur,Pante Bidari,Seuneubok Tuha
1103112007,Seuneubok Saboh,Aceh,Kab. Aceh Timur,Pante Bidari,Seuneubok Saboh
1103112008,Buket Kareung,Aceh,Kab. Aceh Timur,Pante Bidari,Buket Kareung
1103112009,Buket Bata,Aceh,Kab. Aceh Timur,Pante Bidari,Buket Bata
1103112010,Meunasah Tunong,Aceh,Kab. Aceh Timur,Pante Bidari,Meunasah Tunong
1103112011,Meunasah Teungoh,Aceh,Kab. Aceh Timur,Pante Bidari,Meunasah Teungoh
1103112012,Keude Baro,Aceh,Kab. Aceh Timur,Pante Bidari,Keude Baro
1103112013,Matang Perlak,Aceh,Kab. Aceh Timur,Pante Bidari,Matang Perlak
1103112014,Grong-Grong,Aceh,Kab. Aceh Timur,Pante Bidari,Grong-Grong
1103112015,Matang Kruet,Aceh,Kab. Aceh Timur,Pante Bidari,Matang Kruet
1103112016,Meunasah Leubok,Aceh,Kab. Aceh Timur,Pante Bidari,Meunasah Leubok
1103112017,Pante Panah,Aceh,Kab. Aceh Timur,Pante Bidari,Pante Panah
1103112018,Paya Demam Sa,Aceh,Kab. Aceh Timur,Pante Bidari,Paya Demam Sa
1103112019,Paya Demam Dua,Aceh,Kab. Aceh Timur,Pante Bidari,Paya Demam Dua
1103112021,Matang Pudeng,Aceh,Kab. Aceh Timur,Pante Bidari,Matang Pudeng
1103112022,Putoh Sa,Aceh,Kab. Aceh Timur,Pante Bidari,Putoh Sa
1103112023,Putoh Dua,Aceh,Kab. Aceh Timur,Pante Bidari,Putoh Dua
1103112024,Pemekaran Dari Sebagian Wil. Blang Seunong Perda No.5 Tahun 2012,Aceh,Kab. Aceh Timur,Pante Bidari,Pemekaran Dari Sebagian Wil. Blang Seunong Perda No.5 Tahun 2012
1103112025,Pemekaran Dari Sebagian Wil. Blang Seunong Perda No.5 Tahun 2012,Aceh,Kab. Aceh Timur,Pante Bidari,Pemekaran Dari Sebagian Wil. Blang Seunong Perda No.5 Tahun 2012
1103122001,Madat,Aceh,Kab. Aceh Timur,Madat,Madat
1103122002,Matang Keupula Sa,Aceh,Kab. Aceh Timur,Madat,Matang Keupula Sa
1103122003,Matang Keupula Dua,Aceh,Kab. Aceh Timur,Madat,Matang Keupula Dua
1103122004,Matang Keupula Lhee,Aceh,Kab. Aceh Timur,Madat,Matang Keupula Lhee
1103122005,Ulee Ateung,Aceh,Kab. Aceh Timur,Madat,Ulee Ateung
1103122006,Blang Ubit,Aceh,Kab. Aceh Timur,Madat,Blang Ubit
1103122007,Matang Guru,Aceh,Kab. Aceh Timur,Madat,Matang Guru
1103122008,Pantee Bayam,Aceh,Kab. Aceh Timur,Madat,Pantee Bayam
1103122009,Meunasah Asan,Aceh,Kab. Aceh Timur,Madat,Meunasah Asan
1103122010,Meunasah Tingkeum,Aceh,Kab. Aceh Timur,Madat,Meunasah Tingkeum
1103122011,Lueng Dua,Aceh,Kab. Aceh Timur,Madat,Lueng Dua
1103122012,Lueng Peut,Aceh,Kab. Aceh Timur,Madat,Lueng Peut
1103122013,Paya Demam Peut,Aceh,Kab. Aceh Timur,Madat,Paya Demam Peut
1103122014,Abeuk Geulanteu,Aceh,Kab. Aceh Timur,Madat,Abeuk Geulanteu
1103122015,Rambong Lop,Aceh,Kab. Aceh Timur,Madat,Rambong Lop
1103122016,Tanjong Ara,Aceh,Kab. Aceh Timur,Madat,Tanjong Ara
1103122017,Matang Jrok,Aceh,Kab. Aceh Timur,Madat,Matang Jrok
1103122018,Paya Naden,Aceh,Kab. Aceh Timur,Madat,Paya Naden
1103122019,Tanjong Minjei,Aceh,Kab. Aceh Timur,Madat,Tanjong Minjei
1103122020,Pante Merbo,Aceh,Kab. Aceh Timur,Madat,Pante Merbo
1103122021,Blang Awe,Aceh,Kab. Aceh Timur,Madat,Blang Awe
1103122022,Bintah,Aceh,Kab. Aceh Timur,Madat,Bintah
1103122023,Seuneubok Pidie,Aceh,Kab. Aceh Timur,Madat,Seuneubok Pidie
1103122024,Blang Andam,Aceh,Kab. Aceh Timur,Madat,Blang Andam
1103122025,Matang Nibong,Aceh,Kab. Aceh Timur,Madat,Matang Nibong
1103122026,Lueng Sa,Aceh,Kab. Aceh Timur,Madat,Lueng Sa
1103132001,Seuneubok Bayu,Aceh,Kab. Aceh Timur,Indra Makmu,Seuneubok Bayu
1103132002,Alue Ie Itam,Aceh,Kab. Aceh Timur,Indra Makmu,Alue Ie Itam
1103132004,Bandar Baro,Aceh,Kab. Aceh Timur,Indra Makmu,Bandar Baro
1103132005,Alue Patong,Aceh,Kab. Aceh Timur,Indra Makmu,Alue Patong
1103132006,Qanun No. 6/2007,Aceh,Kab. Aceh Timur,Indra Makmu,Qanun No. 6/2007
1103132007,Qanun No. 6/2007,Aceh,Kab. Aceh Timur,Indra Makmu,Qanun No. 6/2007
1103132008,Qanun No. 6/2007,Aceh,Kab. Aceh Timur,Indra Makmu,Qanun No. 6/2007
1103132009,Qanun No. 6/2007,Aceh,Kab. Aceh Timur,Indra Makmu,Qanun No. 6/2007
1103132010,Qanun No. 6/2007,Aceh,Kab. Aceh Timur,Indra Makmu,Qanun No. 6/2007
1103132011,Pelita Sagop Jaya,Aceh,Kab. Aceh Timur,Indra Makmu,Pelita Sagop Jaya
1103132012,Perkebunan Julok,Aceh,Kab. Aceh Timur,Indra Makmu,Perkebunan Julok
1103132013,Perkebunan Julok,Aceh,Kab. Aceh Timur,Indra Makmu,Perkebunan Julok
1103142001,Seuneubok Buloh,Aceh,Kab. Aceh Timur,Idi Tunong,Seuneubok Buloh
1103142002,Seuneubok Baro,Aceh,Kab. Aceh Timur,Idi Tunong,Seuneubok Baro
1103142003,Seuneubok,Aceh,Kab. Aceh Timur,Idi Tunong,Seuneubok
1103142004,Seuneubok Teupin,Aceh,Kab. Aceh Timur,Idi Tunong,Seuneubok Teupin
1103142005,Teupin Panah,Aceh,Kab. Aceh Timur,Idi Tunong,Teupin Panah
1103142006,Gampong,Aceh,Kab. Aceh Timur,Idi Tunong,Gampong
1103142007,Keude Keumuneng,Aceh,Kab. Aceh Timur,Idi Tunong,Keude Keumuneng
1103142008,Keumuneng Lhok,Aceh,Kab. Aceh Timur,Idi Tunong,Keumuneng Lhok
1103142009,Paya Awee,Aceh,Kab. Aceh Timur,Idi Tunong,Paya Awee
1103142010,Paya Gaboh,Aceh,Kab. Aceh Timur,Idi Tunong,Paya Gaboh
1103142011,Padang Kasah,Aceh,Kab. Aceh Timur,Idi Tunong,Padang Kasah
1103142012,Buket Teukuh,Aceh,Kab. Aceh Timur,Idi Tunong,Buket Teukuh
1103142013,Buket Pu'Uk,Aceh,Kab. Aceh Timur,Idi Tunong,Buket Pu'Uk
1103142014,Blang Minjei,Aceh,Kab. Aceh Timur,Idi Tunong,Blang Minjei
1103142015,Alue Kumbang A,Aceh,Kab. Aceh Timur,Idi Tunong,Alue Kumbang A
1103142016,Alue Kumbang M,Aceh,Kab. Aceh Timur,Idi Tunong,Alue Kumbang M
1103142017,Alue Lhok,Aceh,Kab. Aceh Timur,Idi Tunong,Alue Lhok
1103142018,Seuneubok Buya,Aceh,Kab. Aceh Timur,Idi Tunong,Seuneubok Buya
1103142019,Seuneubok Drien,Aceh,Kab. Aceh Timur,Idi Tunong,Seuneubok Drien
1103142020,Bantayan Barat,Aceh,Kab. Aceh Timur,Idi Tunong,Bantayan Barat
1103142021,Blang Guci,Aceh,Kab. Aceh Timur,Idi Tunong,Blang Guci
1103142022,Buket Rumiya,Aceh,Kab. Aceh Timur,Idi Tunong,Buket Rumiya
1103142024,Seuneubok Jalan,Aceh,Kab. Aceh Timur,Idi Tunong,Seuneubok Jalan
1103142025,Seuneubok Dalam,Aceh,Kab. Aceh Timur,Idi Tunong,Seuneubok Dalam
1103152001,Jalan Dua,Aceh,Kab. Aceh Timur,Banda Alam,Jalan Dua
1103152002,Jambo Reuhat,Aceh,Kab. Aceh Timur,Banda Alam,Jambo Reuhat
1103152003,Seuneubok Benteng,Aceh,Kab. Aceh Timur,Banda Alam,Seuneubok Benteng
1103152004,Seuneubok Pango,Aceh,Kab. Aceh Timur,Banda Alam,Seuneubok Pango
1103152005,Seuneubok Simpang,Aceh,Kab. Aceh Timur,Banda Alam,Seuneubok Simpang
1103152006,Seuneubok Kandang,Aceh,Kab. Aceh Timur,Banda Alam,Seuneubok Kandang
1103152007,Ulee Jalan,Aceh,Kab. Aceh Timur,Banda Alam,Ulee Jalan
1103152008,Uram Jalan,Aceh,Kab. Aceh Timur,Banda Alam,Uram Jalan
1103152009,Seuneubok Bayu,Aceh,Kab. Aceh Timur,Banda Alam,Seuneubok Bayu
1103152010,Blang Rambong,Aceh,Kab. Aceh Timur,Banda Alam,Blang Rambong
1103152011,Buket Drien,Aceh,Kab. Aceh Timur,Banda Alam,Buket Drien
1103152012,Panton Rayeuk A,Aceh,Kab. Aceh Timur,Banda Alam,Panton Rayeuk A
1103152013,Panton Rayeuk B,Aceh,Kab. Aceh Timur,Banda Alam,Panton Rayeuk B
1103152014,Panton Rayeuk M,Aceh,Kab. Aceh Timur,Banda Alam,Panton Rayeuk M
1103152015,Panton Rayeuk T,Aceh,Kab. Aceh Timur,Banda Alam,Panton Rayeuk T
1103152016,Paya Laman,Aceh,Kab. Aceh Timur,Banda Alam,Paya Laman
1103162001,Gampong Keude,Aceh,Kab. Aceh Timur,Peudawa,Gampong Keude
1103162002,Meunasah Krueng,Aceh,Kab. Aceh Timur,Peudawa,Meunasah Krueng
1103162003,Kuta Baro,Aceh,Kab. Aceh Timur,Peudawa,Kuta Baro
1103162004,Alue Batee,Aceh,Kab. Aceh Timur,Peudawa,Alue Batee
1103162005,Matang Rayeuk,Aceh,Kab. Aceh Timur,Peudawa,Matang Rayeuk
1103162006,Paya Bili Dua,Aceh,Kab. Aceh Timur,Peudawa,Paya Bili Dua
1103162007,Alue Ie Itam,Aceh,Kab. Aceh Timur,Peudawa,Alue Ie Itam
1103162008,Asan Rampak,Aceh,Kab. Aceh Timur,Peudawa,Asan Rampak
1103162009,Gampong Kuala,Aceh,Kab. Aceh Timur,Peudawa,Gampong Kuala
1103162010,Paya Dua,Aceh,Kab. Aceh Timur,Peudawa,Paya Dua
1103162011,Seuneubok Teungoh,Aceh,Kab. Aceh Timur,Peudawa,Seuneubok Teungoh
1103162012,Buket Kuta,Aceh,Kab. Aceh Timur,Peudawa,Buket Kuta
1103162013,Sama Dua,Aceh,Kab. Aceh Timur,Peudawa,Sama Dua
1103162014,Blang Kuta,Aceh,Kab. Aceh Timur,Peudawa,Blang Kuta
1103162015,Blang Buket,Aceh,Kab. Aceh Timur,Peudawa,Blang Buket
1103162016,Seuneubok Peunteut,Aceh,Kab. Aceh Timur,Peudawa,Seuneubok Peunteut
1103162017,Paya Bili Sa,Aceh,Kab. Aceh Timur,Peudawa,Paya Bili Sa
1103172001,Babah Krueng,Aceh,Kab. Aceh Timur,Peureulak Timur,Babah Krueng
1103172003,Jengki,Aceh,Kab. Aceh Timur,Peureulak Timur,Jengki
1103172004,Buket Meriam,Aceh,Kab. Aceh Timur,Peureulak Timur,Buket Meriam
1103172005,Alue Gureb,Aceh,Kab. Aceh Timur,Peureulak Timur,Alue Gureb
1103172006,Seuneubok Teupin,Aceh,Kab. Aceh Timur,Peureulak Timur,Seuneubok Teupin
1103172007,Seuneubok Teungoh,Aceh,Kab. Aceh Timur,Peureulak Timur,Seuneubok Teungoh
1103172008,Alue Bugeng,Aceh,Kab. Aceh Timur,Peureulak Timur,Alue Bugeng
1103172009,Seuneubok Punti,Aceh,Kab. Aceh Timur,Peureulak Timur,Seuneubok Punti
1103172010,Seumatang Keude,Aceh,Kab. Aceh Timur,Peureulak Timur,Seumatang Keude
1103172011,Seuneubok Jalan,Aceh,Kab. Aceh Timur,Peureulak Timur,Seuneubok Jalan
1103172012,Seuneubok Paya,Aceh,Kab. Aceh Timur,Peureulak Timur,Seuneubok Paya
1103172013,Alue Tho,Aceh,Kab. Aceh Timur,Peureulak Timur,Alue Tho
1103172014,Seuneubok Rawang,Aceh,Kab. Aceh Timur,Peureulak Timur,Seuneubok Rawang
1103172015,Alue Bu Alue Nireh,Aceh,Kab. Aceh Timur,Peureulak Timur,Alue Bu Alue Nireh
1103172016,Seuneubok Dalam,Aceh,Kab. Aceh Timur,Peureulak Timur,Seuneubok Dalam
1103172017,Seuneubok Lapang,Aceh,Kab. Aceh Timur,Peureulak Timur,Seuneubok Lapang
1103172018,Gelanggang Meurak,Aceh,Kab. Aceh Timur,Peureulak Timur,Gelanggang Meurak
1103172019,Alue Bu Alue Lhok,Aceh,Kab. Aceh Timur,Peureulak Timur,Alue Bu Alue Lhok
1103172020,Qanun No. 6/2007,Aceh,Kab. Aceh Timur,Peureulak Timur,Qanun No. 6/2007
1103182001,Beusa Seberang,Aceh,Kab. Aceh Timur,Peureulak Barat,Beusa Seberang
1103182002,Mon Geudong,Aceh,Kab. Aceh Timur,Peureulak Barat,Mon Geudong
1103182003,Paya Seungat,Aceh,Kab. Aceh Timur,Peureulak Barat,Paya Seungat
1103182004,Teumpeun,Aceh,Kab. Aceh Timur,Peureulak Barat,Teumpeun
1103182005,Alue Bu Tuha,Aceh,Kab. Aceh Timur,Peureulak Barat,Alue Bu Tuha
1103182006,Alue Bu Jalan,Aceh,Kab. Aceh Timur,Peureulak Barat,Alue Bu Jalan
1103182007,Tanjong Tualang,Aceh,Kab. Aceh Timur,Peureulak Barat,Tanjong Tualang
1103182008,Beringen,Aceh,Kab. Aceh Timur,Peureulak Barat,Beringen
1103182009,Kebon Tempeun,Aceh,Kab. Aceh Timur,Peureulak Barat,Kebon Tempeun
1103182010,Paya Gajah,Aceh,Kab. Aceh Timur,Peureulak Barat,Paya Gajah
1103182011,Kabu,Aceh,Kab. Aceh Timur,Peureulak Barat,Kabu
1103182012,Qanun No. 6/2007,Aceh,Kab. Aceh Timur,Peureulak Barat,Qanun No. 6/2007
1103182013,Qanun No. 6/2007,Aceh,Kab. Aceh Timur,Peureulak Barat,Qanun No. 6/2007
1103182014,Alue Bu Jalan Baroh,Aceh,Kab. Aceh Timur,Peureulak Barat,Alue Bu Jalan Baroh
1103182015,Qanun No. 6/2007,Aceh,Kab. Aceh Timur,Peureulak Barat,Qanun No. 6/2007
1103192001,Alue Rangan,Aceh,Kab. Aceh Timur,Sungai Raya,Alue Rangan
1103192002,Geulumpang Payong,Aceh,Kab. Aceh Timur,Sungai Raya,Geulumpang Payong
1103192004,Buket Seulamat,Aceh,Kab. Aceh Timur,Sungai Raya,Buket Seulamat
1103192005,Buket Drien,Aceh,Kab. Aceh Timur,Sungai Raya,Buket Drien
1103192006,Alue Itam,Aceh,Kab. Aceh Timur,Sungai Raya,Alue Itam
1103192007,Paya Keutapang,Aceh,Kab. Aceh Timur,Sungai Raya,Paya Keutapang
1103192008,Gajah Mentah,Aceh,Kab. Aceh Timur,Sungai Raya,Gajah Mentah
1103192009,Seuneubok Pase,Aceh,Kab. Aceh Timur,Sungai Raya,Seuneubok Pase
1103192010,Seuneubok Aceh,Aceh,Kab. Aceh Timur,Sungai Raya,Seuneubok Aceh
1103192011,Krueng Lingka,Aceh,Kab. Aceh Timur,Sungai Raya,Krueng Lingka
1103192012,Sungai Simpang,Aceh,Kab. Aceh Timur,Sungai Raya,Sungai Simpang
1103192013,Kuala Parek,Aceh,Kab. Aceh Timur,Sungai Raya,Kuala Parek
1103202001,Simpang Jernih,Aceh,Kab. Aceh Timur,Simpang Jernih,Simpang Jernih
1103202002,Batu Sumbang,Aceh,Kab. Aceh Timur,Simpang Jernih,Batu Sumbang
1103202003,Pante Kera,Aceh,Kab. Aceh Timur,Simpang Jernih,Pante Kera
1103202004,Rantau Panjang,Aceh,Kab. Aceh Timur,Simpang Jernih,Rantau Panjang
1103202005,Melidi,Aceh,Kab. Aceh Timur,Simpang Jernih,Melidi
1103202006,Tampur Paloh,Aceh,Kab. Aceh Timur,Simpang Jernih,Tampur Paloh
1103202007,Tampur Boor,Aceh,Kab. Aceh Timur,Simpang Jernih,Tampur Boor
1103202008,Hti Rantau Naro,Aceh,Kab. Aceh Timur,Simpang Jernih,Hti Rantau Naro
1103212001,Meudang Ara,Aceh,Kab. Aceh Timur,Darul Ihsan,Meudang Ara
1103212002,Gunong Putoh,Aceh,Kab. Aceh Timur,Darul Ihsan,Gunong Putoh
1103212003,Meunasah Aroen,Aceh,Kab. Aceh Timur,Darul Ihsan,Meunasah Aroen
1103212004,Keude Dua,Aceh,Kab. Aceh Timur,Darul Ihsan,Keude Dua
1103212005,Seuneubok Lapang,Aceh,Kab. Aceh Timur,Darul Ihsan,Seuneubok Lapang
1103212006,Alue Jangat,Aceh,Kab. Aceh Timur,Darul Ihsan,Alue Jangat
1103212007,Buket Peulawi,Aceh,Kab. Aceh Timur,Darul Ihsan,Buket Peulawi
1103212008,Lhok Panjoe,Aceh,Kab. Aceh Timur,Darul Ihsan,Lhok Panjoe
1103212009,Seuneubok Aceh,Aceh,Kab. Aceh Timur,Darul Ihsan,Seuneubok Aceh
1103212010,Pulo Blang,Aceh,Kab. Aceh Timur,Darul Ihsan,Pulo Blang
1103212011,Lhok Dalam,Aceh,Kab. Aceh Timur,Darul Ihsan,Lhok Dalam
1103212012,Lhok Leumak,Aceh,Kab. Aceh Timur,Darul Ihsan,Lhok Leumak
1103212013,Seuneubok Kulam,Aceh,Kab. Aceh Timur,Darul Ihsan,Seuneubok Kulam
1103212014,Panton Meurebo,Aceh,Kab. Aceh Timur,Darul Ihsan,Panton Meurebo
1103212015,Seuneubok Teungoh,Aceh,Kab. Aceh Timur,Darul Ihsan,Seuneubok Teungoh
1103212016,Lhok Meureu,Aceh,Kab. Aceh Timur,Darul Ihsan,Lhok Meureu
1103222001,Semula Wil. Kec. Nurussalam,Aceh,Kab. Aceh Timur,Darul Falah,Semula Wil. Kec. Nurussalam
1103222003,Semula Wil. Kec. Nurussalam,Aceh,Kab. Aceh Timur,Darul Falah,Semula Wil. Kec. Nurussalam
1103222004,Semula Wil. Kec. Nurussalam,Aceh,Kab. Aceh Timur,Darul Falah,Semula Wil. Kec. Nurussalam
1103222005,Semula Wil. Kec. Nurussalam,Aceh,Kab. Aceh Timur,Darul Falah,Semula Wil. Kec. Nurussalam
1103222006,Semula Wil. Kec. Nurussalam,Aceh,Kab. Aceh Timur,Darul Falah,Semula Wil. Kec. Nurussalam
1103222007,Semula Wil. Kec. Nurussalam,Aceh,Kab. Aceh Timur,Darul Falah,Semula Wil. Kec. Nurussalam
1103222008,Semula Wil. Kec. Nurussalam,Aceh,Kab. Aceh Timur,Darul Falah,Semula Wil. Kec. Nurussalam
1103222009,Semula Wil. Kec. Nurussalam,Aceh,Kab. Aceh Timur,Darul Falah,Semula Wil. Kec. Nurussalam
1103222010,Semula Wil. Kec. Nurussalam,Aceh,Kab. Aceh Timur,Darul Falah,Semula Wil. Kec. Nurussalam
1103222011,Semula Wil. Kec. Nurussalam,Aceh,Kab. Aceh Timur,Darul Falah,Semula Wil. Kec. Nurussalam
1103232001,Semula Wil. Kec Idi Rayeuk,Aceh,Kab. Aceh Timur,Darul Falah,Semula Wil. Kec Idi Rayeuk
1103232002,Semula Wil. Kec Idi Rayeuk,Aceh,Kab. Aceh Timur,Darul Falah,Semula Wil. Kec Idi Rayeuk
1103232003,Semula Wil. Kec Idi Rayeuk,Aceh,Kab. Aceh Timur,Darul Falah,Semula Wil. Kec Idi Rayeuk
1103232004,Semula Wil. Kec Idi Rayeuk,Aceh,Kab. Aceh Timur,Darul Falah,Semula Wil. Kec Idi Rayeuk
1103232005,Semula Wil. Kec Idi Rayeuk,Aceh,Kab. Aceh Timur,Darul Falah,Semula Wil. Kec Idi Rayeuk
1103232006,Semula Wil. Kec Idi Rayeuk,Aceh,Kab. Aceh Timur,Darul Falah,Semula Wil. Kec Idi Rayeuk
1103232007,Semula Wil. Kec Idi Rayeuk,Aceh,Kab. Aceh Timur,Darul Falah,Semula Wil. Kec Idi Rayeuk
1103232008,Semula Wil. Kec Idi Rayeuk,Aceh,Kab. Aceh Timur,Darul Falah,Semula Wil. Kec Idi Rayeuk
1103232009,Semula Wil. Kec Idi Rayeuk,Aceh,Kab. Aceh Timur,Darul Falah,Semula Wil. Kec Idi Rayeuk
1103232010,Semula Wil. Kec Idi Rayeuk,Aceh,Kab. Aceh Timur,Darul Falah,Semula Wil. Kec Idi Rayeuk
1103232011,Semula Wil. Kec Idi Rayeuk,Aceh,Kab. Aceh Timur,Darul Falah,Semula Wil. Kec Idi Rayeuk
1103232012,Semula Wil. Kec. Idi Rayeuk,Aceh,Kab. Aceh Timur,Darul Falah,Semula Wil. Kec. Idi Rayeuk
1103232013,Semula Wil. Kec Idi Rayeuk,Aceh,Kab. Aceh Timur,Darul Falah,Semula Wil. Kec Idi Rayeuk
1103242001,Semula Wil. Kec Serbajadi,Aceh,Kab. Aceh Timur,Peunaron,Semula Wil. Kec Serbajadi
1103242002,Semula Wil. Kec Serbajadi,Aceh,Kab. Aceh Timur,Peunaron,Semula Wil. Kec Serbajadi
1103242003,Semula Wil. Kec Serbajadi,Aceh,Kab. Aceh Timur,Peunaron,Semula Wil. Kec Serbajadi
1103242004,Semula Wil. Kec Serbajadi,Aceh,Kab. Aceh Timur,Peunaron,Semula Wil. Kec Serbajadi
1103242006,Semula Wil. Kec Serbajadi,Aceh,Kab. Aceh Timur,Peunaron,Semula Wil. Kec Serbajadi
1104012003,Delung Sekinel,Aceh,Kab.,Linge,Delung Sekinel
1104012005,Gelampang Gading,Aceh,Kab.,Linge,Gelampang Gading
1104012006,Gewat,Aceh,Kab.,Linge,Gewat
1104012008,Jamat,Aceh,Kab.,Linge,Jamat
1104012009,Kemerleng,Aceh,Kab.,Linge,Kemerleng
1104012010,Kute Baru,Aceh,Kab.,Linge,Kute Baru
1104012011,Kute Keramil,Aceh,Kab.,Linge,Kute Keramil
1104012012,Kute Rayang,Aceh,Kab.,Linge,Kute Rayang
1104012013,Kute Riyem,Aceh,Kab.,Linge,Kute Riyem
1104012014,Kute Robel,Aceh,Kab.,Linge,Kute Robel
1104012015,Linge,Aceh,Kab.,Linge,Linge
1104012016,Lumut,Aceh,Kab.,Linge,Lumut
1104012018,Mungkur,Aceh,Kab.,Linge,Mungkur
1104012019,Owaq,Aceh,Kab.,Linge,Owaq
1104012020,Pantan Nangka,Aceh,Kab.,Linge,Pantan Nangka
1104012021,Penarun,Aceh,Kab.,Linge,Penarun
1104012022,Simpang Tige Uning,Aceh,Kab.,Linge,Simpang Tige Uning
1104012023,Umang,Aceh,Kab.,Linge,Umang
1104012024,Despot Linge,Aceh,Kab.,Linge,Despot Linge
1104012025,Gemboyah,Aceh,Kab.,Linge,Gemboyah
1104012031,Qanun No. 1/2006,Aceh,Kab.,Linge,Qanun No. 1/2006
1104012032,Qanun No. 1/2006,Aceh,Kab.,Linge,Qanun No. 1/2006
1104012033,Qanun No. 1/2006,Aceh,Kab.,Linge,Qanun No. 1/2006
1104012034,Qanun No. 1/2006,Aceh,Kab.,Linge,Qanun No. 1/2006
1104012036,Antara,Aceh,Kab.,Linge,Antara
1104022001,Arul Gele,Aceh,Kab. Aceh Tengah,Silih Nara,Arul Gele
1104022002,Arul Kumer,Aceh,Kab. Aceh Tengah,Silih Nara,Arul Kumer
1104022003,Burni Bius,Aceh,Kab. Aceh Tengah,Silih Nara,Burni Bius
1104022004,Genting Gerbang,Aceh,Kab. Aceh Tengah,Silih Nara,Genting Gerbang
1104022005,Gunung Singit,Aceh,Kab. Aceh Tengah,Silih Nara,Gunung Singit
1104022007,Pepayungen Angkup,Aceh,Kab. Aceh Tengah,Silih Nara,Pepayungen Angkup
1104022008,Remesen,Aceh,Kab. Aceh Tengah,Silih Nara,Remesen
1104022009,Rutih,Aceh,Kab. Aceh Tengah,Silih Nara,Rutih
1104022010,Semelit Mutiara,Aceh,Kab. Aceh Tengah,Silih Nara,Semelit Mutiara
1104022012,Wih Porak,Aceh,Kab. Aceh Tengah,Silih Nara,Wih Porak
1104022013,Wihni Bakong,Aceh,Kab. Aceh Tengah,Silih Nara,Wihni Bakong
1104022014,Wihni Durin,Aceh,Kab. Aceh Tengah,Silih Nara,Wihni Durin
1104022016,Arul Putih,Aceh,Kab. Aceh Tengah,Silih Nara,Arul Putih
1104022017,Arul Relem,Aceh,Kab. Aceh Tengah,Silih Nara,Arul Relem
1104022018,Burni Bius Baru,Aceh,Kab. Aceh Tengah,Silih Nara,Burni Bius Baru
1104022019,Jerata,Aceh,Kab. Aceh Tengah,Silih Nara,Jerata
1104022022,Paya Beke,Aceh,Kab. Aceh Tengah,Silih Nara,Paya Beke
1104022023,Paya Pelu,Aceh,Kab. Aceh Tengah,Silih Nara,Paya Pelu
1104022026,Rebe Gedung,Aceh,Kab. Aceh Tengah,Silih Nara,Rebe Gedung
1104022027,Reremal,Aceh,Kab. Aceh Tengah,Silih Nara,Reremal
1104022029,Sanehen,Aceh,Kab. Aceh Tengah,Silih Nara,Sanehen
1104022031,Tenebuk Kampung,Aceh,Kab. Aceh Tengah,Silih Nara,Tenebuk Kampung
1104022032,Terang Engon,Aceh,Kab. Aceh Tengah,Silih Nara,Terang Engon
1104022033,Wih Pesam,Aceh,Kab. Aceh Tengah,Silih Nara,Wih Pesam
1104022034,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Silih Nara,Qanun No. 1/2006
1104022035,Qanun No. 1/2006.,Aceh,Kab. Aceh Tengah,Silih Nara,Qanun No. 1/2006.
1104022036,Qanun No. 1/2006,Aceh,Kab. Aceh Tengah,Silih Nara,Qanun No. 1/2006
